"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar pruebas backend API jsonplaceholder.typicode.com","Consultar por id y validar el statusCode","SUCCESS","2023-06-05T10:55:25.518291-05:00[America/Bogota]","0.0","4.61"
